,playerName,primNat,pos,formClub,formNation,newClub,newNation,transferCost,transferYear
8812,Jean Makoun,Cameroon,Defensive Midfield,LOSC Lille,France,Olympique Lyon,France,14000000.0,2008
8813,Kevin Mirallas,Belgium,Attacking Midfield,LOSC Lille,France,AS Saint-Étienne,France,3500000.0,2008
8814,Stephan Lichtsteiner,Switzerland,Right-Back,LOSC Lille,France,SS Lazio,Italy,1200000.0,2008
8815,Rafael,Brazil,Centre-Back,LOSC Lille,France,Valenciennes FC,France,1000000.0,2008
8816,Tony Sylva,Senegal,Goalkeeper,LOSC Lille,France,Trabzonspor,Turkey,600000.0,2008
8817,Samuel Robail,France,Attacking Midfield,LOSC Lille,France,FC Gueugnon,France,0.0,2008
8818,Yohann Lacroix,France,Goalkeeper,LOSC Lille,France,Thrasyvoulos Fylis,Greece,0.0,2008
8819,Emra Tahirovic,Sweden,Centre-Forward,LOSC Lille,France,FC Zürich,Switzerland,?,2008
8821,Sylvain Monsoreau,France,Centre-Back,AS Monaco,France,AS Saint-Étienne,France,4000000.0,2008
8822,Kevin Mirallas,Belgium,Attacking Midfield,LOSC Lille,France,AS Saint-Étienne,France,3500000.0,2008
8823,Sébastien Grax,France,Centre-Forward,FC Sochaux-Montbéliard,France,AS Saint-Étienne,France,2000000.0,2008
8824,Helton Dos Reis,France,Centre-Back,FC Gueugnon,France,AS Saint-Étienne,France,0.0,2008
8825,Daisuke Matsui,Japan,Left Midfield,Le Mans Union Club 72,France,AS Saint-Étienne,France,0.0,2008
8826,David Sauget,France,Left-Back,AS Nancy-Lorraine,France,AS Saint-Étienne,France,0.0,2008
8827,Amine Linganzi,Congo,Central Midfield,AS Saint-Étienne B,France,AS Saint-Étienne,France,0.0,2008
8828,Pape Coulibaly,Senegal,Goalkeeper,AS Saint-Étienne B,France,AS Saint-Étienne,France,0.0,2008
8829,Emmanuel Rivière,Martinique,Centre-Forward,AS Saint-Étienne B,France,AS Saint-Étienne,France,0.0,2008
8830,Boubacar Mansaly,Senegal,Defensive Midfield,AS Saint-Étienne B,France,AS Saint-Étienne,France,0.0,2008
8831,Pascal Feindouno,Guinea,Right Winger,AS Saint-Étienne,France,Al-Sadd SC,Qatar,5000000.0,2008
8832,Nivaldo,Brazil,Centre-Back,AS Saint-Étienne,France,Al-Sadd SC,Qatar,3000000.0,2008
8833,Fredy Guarín,Colombia,Central Midfield,AS Saint-Étienne,France,FC Porto,Portugal,1000000.0,2008
8834,Damien Perquis,Poland,Centre-Back,AS Saint-Étienne,France,FC Sochaux-Montbéliard,France,1000000.0,2008
8835,Siaka Tiéné,Cote d'Ivoire,Left-Back,AS Saint-Étienne,France,Valenciennes FC,France,1000000.0,2008
8836,Stéphen Vincent,France,Left Midfield,AS Saint-Étienne,France,AS Cannes,France,0.0,2008
8837,Roudolphe Douala,Cameroon,Left Winger,AS Saint-Étienne,France,Asteras Tripolis,Greece,0.0,2008
8839,Roland Lamah,Belgium,Left Winger,RSC Anderlecht,Belgium,Le Mans Union Club 72,France,3500000.0,2008
8840,Marcelo Estigarribia,Paraguay,Central Midfield,Club Cerro Porteño,Paraguay,Le Mans Union Club 72,France,3000000.0,2008
8841,Frédéric Thomas,France,Central Midfield,AJ Auxerre,France,Le Mans Union Club 72,France,3000000.0,2008
8842,Thorstein Helstad,Norway,Centre-Forward,SK Brann,Norway,Le Mans Union Club 72,France,2000000.0,2008
8843,Anthony Le Tallec,France,Centre-Forward,Liverpool FC,England,Le Mans Union Club 72,France,1500000.0,2008
8844,Zito,Cote d'Ivoire,Central Midfield,KSK Beveren (- 2010),Belgium,Le Mans Union Club 72,France,700000.0,2008
8845,Fredrik Strømstad,Norway,Attacking Midfield,IK Start,Norway,Le Mans Union Club 72,France,600000.0,2008
8846,Hérold Goulon,France,Centre-Back,Middlesbrough FC Reserves,England,Le Mans Union Club 72,France,0.0,2008
8847,Marcos Paulo,Brazil,Central Midfield,Le Mans Union Club 72 B,France,Le Mans Union Club 72,France,0.0,2008
8848,Abdou Dieye,Senegal,Centre-Forward,Le Mans Union Club 72 B,France,Le Mans Union Club 72,France,0.0,2008
8849,Mathieu Dossevi,Togo,Right Winger,Le Mans Union Club 72 B,France,Le Mans Union Club 72,France,0.0,2008
8850,Romaric,Cote d'Ivoire,Defensive Midfield,Le Mans Union Club 72,France,Sevilla FC,Spain,8500000.0,2008
8851,Stéphane Sessègnon,Benin,Attacking Midfield,Le Mans Union Club 72,France,Paris Saint-Germain,France,8000000.0,2008
8852,Marko Basa,Montenegro,Centre-Back,Le Mans Union Club 72,France,Lokomotiv Moscow,Russia,5500000.0,2008
8853,Mamadou Samassa,Mali,Centre-Forward,Le Mans Union Club 72,France,Olympique Marseille,France,600000.0,2008
8854,Mouhamed Alassani,Togo,Attack,Le Mans Union Club 72,France,AS Togo Port,Togo,0.0,2008
8855,Sekou Ouattara,Cote d'Ivoire,Right-Back,Le Mans Union Club 72,France,KSV Roeselare (- 2020),Belgium,0.0,2008
8856,Clément Pinault,France,Centre-Back,Le Mans Union Club 72,France,Clermont Foot Auvergne 63,France,0.0,2008
8857,Martin Douillard,France,Left Winger,Le Mans Union Club 72,France,Clermont Foot Auvergne 63,France,0.0,2008
8858,Hassan Yebda,Algeria,Central Midfield,Le Mans Union Club 72,France,SL Benfica,Portugal,0.0,2008
8859,Jean Calvé,France,Right-Back,Le Mans Union Club 72,France,AS Nancy-Lorraine,France,0.0,2008
8860,Daisuke Matsui,Japan,Left Midfield,Le Mans Union Club 72,France,AS Saint-Étienne,France,0.0,2008
8861,Túlio de Melo,Brazil,Centre-Forward,Le Mans Union Club 72,France,US Palermo,Italy,0.0,2008
8862,Brahim El Bahri,Morocco,Left Winger,Le Mans Union Club 72,France,FC Istres Ouest Provence ,France,?,2008
8863,Abdeslam Ouaddou,France,Centre-Back,Valenciennes FC,France,AS Nancy-Lorraine,France,3200000.0,2008
8864,Paul Alo'o Efoulou,Cameroon,Centre-Forward,Angers SCO,France,AS Nancy-Lorraine,France,2500000.0,2008
8865,Veigar Páll Gunnarsson,Iceland,Second Striker,Stabæk Fotball,Norway,AS Nancy-Lorraine,France,1700000.0,2008
8866,Julien Féret,France,Attacking Midfield,Stade Reims,France,AS Nancy-Lorraine,France,1600000.0,2008
8867,Helder,Brazil,Right-Back,Esporte Clube Juventude,Brazil,AS Nancy-Lorraine,France,1500000.0,2008
8868,Geoffrey Adjet,France,Left Midfield,Toulouse Fontaines Club,France,AS Nancy-Lorraine,France,0.0,2008
8869,Jean Calvé,France,Right-Back,Le Mans Union Club 72,France,AS Nancy-Lorraine,France,0.0,2008
8870,Joël Sami,DR Congo,Centre-Back,Amiens SC,France,AS Nancy-Lorraine,France,0.0,2008
8871,Alfred N'Diaye,Senegal,Defensive Midfield,AS Nancy-Lorraine B,France,AS Nancy-Lorraine,France,0.0,2008
8872,Kim,Brazil,Centre-Forward,AS Nancy-Lorraine,France,Al-Arabi SC,Qatar,9000000.0,2008
8873,Sébastien Puygrenier,France,Centre-Back,AS Nancy-Lorraine,France,Zenit St. Petersburg,Russia,6000000.0,2008
8874,Tosin Dosunmu,Nigeria,Right Winger,AS Nancy-Lorraine,France,Germinal Beerschot Antwerpen,Belgium,400000.0,2008
8875,Ludovic Guerriero,France,Defensive Midfield,AS Nancy-Lorraine,France,AC Ajaccio,France,0.0,2008
8876,Rachid Hamdani,Morocco,Defensive Midfield,AS Nancy-Lorraine,France,Clermont Foot Auvergne 63,France,0.0,2008
8877,Damien Mozika,France,Attacking Midfield,AS Nancy-Lorraine,France,Chester City (- 2010),England,0.0,2008
8878,David Sauget,France,Left-Back,AS Nancy-Lorraine,France,AS Saint-Étienne,France,0.0,2008
8881,Yamoudou Camara,France,Centre-Back,AS Nancy-Lorraine,France,AS Nancy-Lorraine B,France,0.0,2008
8883,Kévin Gameiro,France,Centre-Forward,RC Strasbourg Alsace,France,FC Lorient,France,3000000.0,2008
8884,Arnaud Le Lan,France,Left-Back,EA Guingamp,France,FC Lorient,France,0.0,2008
8885,Antoine Buron,France,Right Winger,Amiens SC,France,FC Lorient,France,0.0,2008
8886,Alban Joinel,France,Goalkeeper,US Jeanne d'Arc Carquefou,France,FC Lorient,France,0.0,2008
8887,Morgan Amalfitano,France,Right Midfield,CS Sedan-Ardennes,France,FC Lorient,France,0.0,2008
8888,Ricardo Sophie,France,Central Midfield,FC Lorient B,France,FC Lorient,France,0.0,2008
8889,Rafik Bouderbal,Algeria,Right Winger,FC Lorient B,France,FC Lorient,France,0.0,2008
8890,Rafael Moura,Brazil,Centre-Forward,FC Lorient,France,FC Locarno,Switzerland,0.0,2008
8891,Andrew Jacobson,United States,Defensive Midfield,FC Lorient,France,D.C. United,United States,0.0,2008
8892,Carl Medjani,Algeria,Defensive Midfield,FC Lorient,France,AC Ajaccio,France,0.0,2008
8893,Kemal Bourhani,Comoros,Centre-Forward,FC Lorient,France,Vannes OC,France,0.0,2008
8894,Papis M'Bodji,Senegal,Centre-Forward,FC Lorient,France,AS Cannes,France,0.0,2008
8895,Pierre-Yves Offredo,France,Defence,FC Lorient,France,GSI Pontivy,France,?,2008
8897,Stéphane Sessègnon,Benin,Attacking Midfield,Le Mans Union Club 72,France,Paris Saint-Germain,France,8000000.0,2008
8898,Ludovic Giuly,France,Right Winger,AS Roma,Italy,Paris Saint-Germain,France,2500000.0,2008
8899,Stéphane Véron,France,Goalkeeper,AJ Auxerre B,France,Paris Saint-Germain,France,0.0,2008
8900,Claude Makélélé,France,Defensive Midfield,Chelsea FC,England,Paris Saint-Germain,France,0.0,2008
8901,Maxime Partouche,France,Attacking Midfield,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,2008
8902,Tripy Makonda,France,Left-Back,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,2008
8903,Jean-Eudes Maurice,Haiti,Centre-Forward,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,2008
8904,Adama Traoré,Mali,Second Striker,Paris Saint-Germain B,France,Paris Saint-Germain,France,0.0,2008
8905,Amara Diané,Cote d'Ivoire,Right Winger,Paris Saint-Germain,France,Al-Rayyan SC,Qatar,8000000.0,2008
8906,Cristian Rodríguez,Uruguay,Left Midfield,Paris Saint-Germain,France,FC Porto,Portugal,7000000.0,2008
8907,Didier Digard,France,Defensive Midfield,Paris Saint-Germain,France,Middlesbrough FC,England,5000000.0,2008
8908,David N'Gog,France,Centre-Forward,Paris Saint-Germain,France,Liverpool FC,England,1500000.0,2008
8909,Jérôme Alonzo,France,Goalkeeper,Paris Saint-Germain,France,FC Nantes,France,0.0,2008
8910,Mario Yepes,Colombia,Centre-Back,Paris Saint-Germain,France,Chievo Verona,Italy,0.0,2008
8911,Bernard Mendy,France,Right-Back,Paris Saint-Germain,France,Hull City,England,0.0,2008
8912,Idriss Pongo,France,Midfield,Paris Saint-Germain,France,Noicattaro Calcio,Italy,?,2008
8913,Pauleta,Portugal,Centre-Forward,Paris Saint-Germain,France,Career break,N/A,0.0,2008
8914,Loïc Rémy,France,Centre-Forward,Olympique Lyon,France,OGC Nice,France,8000000.0,2008
8915,Emerse Faé,Cote d'Ivoire,Central Midfield,Reading FC,England,OGC Nice,France,2500000.0,2008
8916,Éric Mouloungui,Gabon,Centre-Forward,RC Strasbourg Alsace,France,OGC Nice,France,2000000.0,2008
8917,David Ospina,Colombia,Goalkeeper,Atlético Nacional,Colombia,OGC Nice,France,2000000.0,2008
8918,Habib Bamogo,Burkina Faso,Second Striker,Olympique Marseille,France,OGC Nice,France,1500000.0,2008
8919,Chaouki Ben Saada,Tunisia,Right Winger,SC Bastia,France,OGC Nice,France,1500000.0,2008
8920,Julien Sablé,France,Defensive Midfield,RC Lens,France,OGC Nice,France,1000000.0,2008
8921,Adeílson,Brazil,Centre-Forward,Tombense Futebol Clube (MG),Brazil,OGC Nice,France,1000000.0,2008
8922,Kafoumba Coulibaly,Cote d'Ivoire,Defensive Midfield,SC Bastia,France,OGC Nice,France,750000.0,2008
8923,Enoch Kofi Adu,Ghana,Defensive Midfield,Liberty Professionals FC,Ghana,OGC Nice,France,0.0,2008
8924,Abeiku Quansah,Ghana,Defensive Midfield,Unknown,N/A,OGC Nice,France,0.0,2008
8925,Ederson,Brazil,Attacking Midfield,OGC Nice,France,Olympique Lyon,France,14900000.0,2008
8926,Bakari Koné,Cote d'Ivoire,Right Winger,OGC Nice,France,Olympique Marseille,France,9000000.0,2008
8927,Hugo Lloris,France,Goalkeeper,OGC Nice,France,Olympique Lyon,France,8500000.0,2008
8928,Florent Balmont,France,Central Midfield,OGC Nice,France,LOSC Lille,France,3000000.0,2008
8929,Souleymane Camara,Senegal,Right Winger,OGC Nice,France,Montpellier HSC,France,500000.0,2008
8930,Anthony Scaramozzino,France,Centre-Back,OGC Nice,France,CS Sedan-Ardennes,France,0.0,2008
8931,Joseph-Désiré Job,Cameroon,Centre-Forward,OGC Nice,France,Al-Kharaitiyat SC,Qatar,0.0,2008
8934,Milan Bisevac,Serbia,Centre-Back,RC Lens,France,Valenciennes FC,France,3000000.0,2008
8935,Filip Sebo,Slovakia,Centre-Forward,Rangers FC,Scotland,Valenciennes FC,France,1200000.0,2008
8936,Rafael,Brazil,Centre-Back,LOSC Lille,France,Valenciennes FC,France,1000000.0,2008
8937,Siaka Tiéné,Cote d'Ivoire,Left-Back,AS Saint-Étienne,France,Valenciennes FC,France,1000000.0,2008
8938,Jonathan Lacourt,France,Central Midfield,RC Lens,France,Valenciennes FC,France,600000.0,2008
8939,Luigi Pieroni,Belgium,Centre-Forward,FC Nantes,France,Valenciennes FC,France,500000.0,2008
8940,Seïd Khiter,France,Right Winger,RC Lens,France,Valenciennes FC,France,500000.0,2008
8941,Amara Bangoura,Guinea,Right Midfield,Olympique Khouribga,Morocco,Valenciennes FC,France,0.0,2008
8942,Jean-Louis Leca,France,Goalkeeper,SC Bastia,France,Valenciennes FC,France,0.0,2008
8943,Jacques Abardonado,France,Centre-Back,1.FC Nuremberg,Germany,Valenciennes FC,France,0.0,2008
8944,Jean-Claude Darcheville,French Guiana,Centre-Forward,Rangers FC,Scotland,Valenciennes FC,France,0.0,2008
8945,Gaël Danic,France,Left Winger,ESTAC Troyes,France,Valenciennes FC,France,0.0,2008
8946,Steve Savidan,France,Centre-Forward,Valenciennes FC,France,SM Caen,France,5000000.0,2008
8947,Abdeslam Ouaddou,France,Centre-Back,Valenciennes FC,France,AS Nancy-Lorraine,France,3200000.0,2008
8948,Geoffrey Doumeng,France,Central Midfield,Valenciennes FC,France,RC Lens,France,1000000.0,2008
8949,Sébastien Roudet,France,Attacking Midfield,Valenciennes FC,France,RC Lens,France,500000.0,2008
8950,Éric Chelle,Mali,Centre-Back,Valenciennes FC,France,RC Lens,France,500000.0,2008
8951,Yacine Bezzaz,Algeria,Left Midfield,Valenciennes FC,France,RC Strasbourg Alsace,France,0.0,2008
8952,Guillaume Rippert,France,Left-Back,Valenciennes FC,France,FC Metz,France,0.0,2008
8953,Stéphane Coqu,France,Goalkeeper,Valenciennes FC,France,Royal Boussu Dour Borinage,Belgium,0.0,2008
8954,Khaled Kharroubi,Algeria,Defensive Midfield,Valenciennes FC,France,FCV Dender EH,Belgium,0.0,2008
8955,Tidiane Dia,Senegal,Centre-Forward,Valenciennes FC,France,Paris FC,France,?,2008
8957,Steve Savidan,France,Centre-Forward,Valenciennes FC,France,SM Caen,France,5000000.0,2008
8958,Fahid Ben Khalfallah,Tunisia,Right Winger,Angers SCO,France,SM Caen,France,2000000.0,2008
8959,Pablo Barzola,Argentina,Right-Back,AA Argentinos Juniors,Argentina,SM Caen,France,640000.0,2008
8960,Rajiv van La Parra,Netherlands,Left Winger,Feyenoord U17,Netherlands,SM Caen,France,0.0,2008
8961,Damien Perquis,France,Goalkeeper,AS Beauvais Oise,France,SM Caen,France,0.0,2008
8962,Sambou Yatabaré,Mali,Central Midfield,SM Caen B,France,SM Caen,France,0.0,2008
8963,Thomas Heurtaux,France,Centre-Back,SM Caen B,France,SM Caen,France,0.0,2008
8964,Romain Inez,France,Centre-Back,SM Caen B,France,SM Caen,France,0.0,2008
8965,Ismaïla N'Diaye,Senegal,Defensive Midfield,SM Caen B,France,SM Caen,France,0.0,2008
8966,Yoan Gouffran,France,Left Winger,SM Caen,France,FC Girondins Bordeaux,France,6500000.0,2008
8967,Cédric Hengbart,France,Right-Back,SM Caen,France,AJ Auxerre,France,700000.0,2008
8968,Karl Svensson,Sweden,Centre-Back,SM Caen,France,IFK Göteborg,Sweden,300000.0,2008
8969,Stéphane Zubar,Guadeloupe,Centre-Back,SM Caen,France,FC Vaslui,Romania,200000.0,2008
8970,Stéphane Samson,France,Centre-Forward,SM Caen,France,Stade Reims,France,115000.0,2008
8971,Lilian Compan,France,Centre-Forward,SM Caen,France,Montpellier HSC,France,0.0,2008
8972,Brahim Thiam,Mali,Centre-Back,SM Caen,France,Stade Reims,France,0.0,2008
8973,Nicolas Dieuze,France,Central Midfield,FC Toulouse,France,Le Havre AC,France,400000.0,2008
8974,Mahamane Traoré,Mali,Defensive Midfield,Centre Salif Keita Bamako,Mali,Le Havre AC,France,0.0,2008
8975,Guillaume Norbert,France,Right Midfield,FC Nantes,France,Le Havre AC,France,0.0,2008
8976,Stéphane Noro,France,Attacking Midfield,ESTAC Troyes,France,Le Havre AC,France,0.0,2008
8977,Mamadou Diallo,Mali,Centre-Forward,Al-Jazira (Abu Dhabi),United Arab Emirates,Le Havre AC,France,0.0,2008
8978,Cédric Fauré,France,Centre-Forward,Stade Reims,France,Le Havre AC,France,?,2008
8979,El Fardou Ben,Comoros,Second Striker,AC Le Havre B,France,Le Havre AC,France,0.0,2008
8980,Pierrick Rakotoharisoa,France,Central Midfield,AC Le Havre U19,France,Le Havre AC,France,0.0,2008
8981,Pierrick Lebourg,France,Midfield,AC Le Havre B,France,Le Havre AC,France,0.0,2008
8982,Gueïda Fofana,France,Defensive Midfield,AC Le Havre U19,France,Le Havre AC,France,0.0,2008
8983,Driss Fettouhi,Morocco,Central Midfield,AC Le Havre B,France,Le Havre AC,France,0.0,2008
8984,Steve Mandanda,France,Goalkeeper,Le Havre AC,France,Olympique Marseille,France,2500000.0,2008
8985,Cédric Fauré,France,Centre-Forward,Le Havre AC,France,Stade Reims,France,500000.0,2008
8986,Antoine Devaux,France,Central Midfield,Le Havre AC,France,US Boulogne,France,0.0,2008
8987,Albert Milambo,DR Congo,Defensive Midfield,Le Havre AC,France,AS Beauvais Oise,France,0.0,2008
8988,David Martot,France,Right-Back,Le Havre AC,France,Vannes OC,France,0.0,2008
8990,Olivier Blondel,France,Goalkeeper,Le Havre AC,France,FC Toulouse,France,0.0,2008
8991,Abdellah Kharbouchi,Morocco,Left Winger,Le Havre AC,France,AS Cannes,France,0.0,2008
8992,Yacine Si Salem,France,Right Winger,Le Havre AC,France,Thrasyvoulos Fylis,Greece,?,2008
8993,Abasse Ba,Senegal,Centre-Back,Le Havre AC,France,Al-Rayyan SC,Qatar,?,2008
8995,Michael Gravgaard,Denmark,Centre-Back,FC Copenhagen,Denmark,FC Nantes,France,3900000.0,2008
8996,Guirane N'Daw,Senegal,Defensive Midfield,FC Sochaux-Montbéliard,France,FC Nantes,France,2700000.0,2008
8997,Filip Djordjevic,Serbia,Centre-Forward,Red Star Belgrade,Serbia,FC Nantes,France,2000000.0,2008
8998,Douglão,Brazil,Centre-Back,Coritiba Foot Ball Club,Brazil,FC Nantes,France,0.0,2008
8999,Ibrahim Tall,Senegal,Centre-Back,Heart of Midlothian FC,Scotland,FC Nantes,France,0.0,2008
9000,Ronny Rodelin,France,Right Winger,Rodez AF,France,FC Nantes,France,0.0,2008
9001,Jérôme Alonzo,France,Goalkeeper,Paris Saint-Germain,France,FC Nantes,France,0.0,2008
9002,Ivan Klasnic,Croatia,Centre-Forward,SV Werder Bremen,Germany,FC Nantes,France,0.0,2008
9003,Djamel Abdoun,Algeria,Right Winger,AC Ajaccio,France,FC Nantes,France,0.0,2008
9004,Christian Wilhelmsson,Sweden,Right Winger,FC Nantes,France,Al-Hilal SFC,Saudi Arabia,3500000.0,2008
9005,Mauro Cetto,Argentina,Centre-Back,FC Nantes,France,FC Toulouse,France,1300000.0,2008
9006,Dennis Oliech,Kenya,Right Winger,FC Nantes,France,AJ Auxerre,France,1000000.0,2008
9007,Luigi Pieroni,Belgium,Centre-Forward,FC Nantes,France,Valenciennes FC,France,500000.0,2008
9008,Steven Thicot,France,Centre-Back,FC Nantes,France,Hibernian FC,Scotland,0.0,2008
9009,Guillaume Norbert,France,Right Midfield,FC Nantes,France,Le Havre AC,France,0.0,2008
9010,Bocundji Ca,Guinea-Bissau,Defensive Midfield,FC Nantes,France,Tours FC,France,0.0,2008
9011,Vincent Briant,France,Goalkeeper,FC Nantes,France,CS Sedan-Ardennes,France,0.0,2008
9012,Marek Heinz,Czech Republic,Centre-Forward,FC Nantes,France,1. FC Brno,Czech Republic,0.0,2008
9013,Olivier Thomas,France,Left-Back,FC Nantes,France,FC Sochaux-Montbéliard,France,0.0,2008
9014,Nicolas Goussé,France,Centre-Forward,FC Nantes,France,Olympique Croix de Savoie 74,France,0.0,2008
9016,Pierre Boya,Cameroon,Centre-Forward,Rapid Bucharest ,Romania,Grenoble Foot 38,France,1000000.0,2008
9017,Bostjan Cesar,Slovenia,Centre-Back,Olympique Marseille,France,Grenoble Foot 38,France,400000.0,2008
9018,Mustafa Kucukovic,Germany,Centre-Forward,TSV 1860 Munich,Germany,Grenoble Foot 38,France,75000.0,2008
9019,David Jemmali,Tunisia,Right-Back,FC Girondins Bordeaux,France,Grenoble Foot 38,France,0.0,2008
9020,Zoran Rendulic,Serbia,Centre-Back,FK Borac Cacak,Serbia,Grenoble Foot 38,France,0.0,2008
9021,Laurent Batlles,France,Central Midfield,FC Toulouse,France,Grenoble Foot 38,France,0.0,2008
9022,Ronan Le Crom,France,Goalkeeper,RC Lens,France,Grenoble Foot 38,France,0.0,2008
9023,Laurent Courtois,France,Left Midfield,Levante UD,Spain,Grenoble Foot 38,France,0.0,2008
9024,Yoric Ravet,France,Right Winger,Grenoble Foot 38 B,France,Grenoble Foot 38,France,0.0,2008
9025,Brice Maubleu,France,Goalkeeper,Grenoble Foot 38 B,France,Grenoble Foot 38,France,0.0,2008
9026,Franck Dja Djédjé,Cote d'Ivoire,Right Winger,Grenoble Foot 38,France,RC Strasbourg Alsace,France,200000.0,2008
9027,Olivier Giroud,France,Centre-Forward,Grenoble Foot 38,France,Tours FC,France,150000.0,2008
9028,Luigi Glombard,France,Right Winger,Grenoble Foot 38,France,Chamois Niortais FC,France,0.0,2008
9029,Biagui Kamissoko,France,Right-Back,Grenoble Foot 38,France,Stade Reims,France,?,2008
9031,Eduardo,Brazil,Centre-Forward,EA Guingamp,France,RC Lens,France,3000000.0,2009
